RI_name,ri_values
poagfs,0.1269
soagfs,0.0181
poares,0.0438
soares,0.043
poashp,0.1269
soashp,0.0943
poatrf,0.0034
soatrf,0.0033
poaoth,0.0044
soaoth,0.0043
