RI_name,ri_values
poagfs,0.1604
soagfs,0.0011
poares,0.082
soares,0.0011
poashp,0.0049
soashp,0.0011
poatrf,0.0277
soatrf,0.008
poaoth,0.0011
soaoth,0.0011
