RI_name,ri_values
poagfs,0.0355
soagfs,0.0002
poares,0.0763
soares,0.043
poashp,0.0003
soashp,0.0002
poatrf,0.0145
soatrf,0.0002
poaoth,0.0723
soaoth,0.0177
