RI_name,ri_values
poagfs,0.4673
soagfs,0.0002
poares,0.0262
soares,0.0084
poashp,0.0003
soashp,0.0002
poatrf,0.0944
soatrf,0.0943
poaoth,0.0354
soaoth,0.0002
