RI_name,ri_values
poagfs,0.0871
soagfs,0.0307
poares,0.0084
soares,0.0083
poashp,0.0393
soashp,0.0002
poatrf,0.0311
soatrf,0.0002
poaoth,0.0011
soaoth,0.0002
