RI_name,ri_values
poagfs,0.0003
soagfs,0.0002
poares,0.1511
soares,0.042
poashp,0.0005
soashp,0.0002
poatrf,0.0003
soatrf,0.0002
poaoth,0.0003
soaoth,0.0002
