RI_name,ri_values
poagfs,0.1309
soagfs,0.0182
poares,0.0354
soares,0.0352
poashp,0.0304
soashp,0.0187
poatrf,0.0037
soatrf,0.0013
poaoth,0.0013
soaoth,0.0011
