RI_name,ri_values
poagfs,0.0354
soagfs,0.0181
poares,0.0209
soares,0.0135
poashp,0.0354
soashp,0.0354
poatrf,0.0354
soatrf,0.0354
poaoth,0.0035
soaoth,0.0026
