RI_name,ri_values
poagfs,0.0531
soagfs,0.0181
poares,0.0347
soares,0.043
poashp,0.0531
soashp,0.0354
poatrf,0.0354
soatrf,0.0054
poaoth,0.0011
soaoth,0.0342
