RI_name,ri_values
poagfs,0.3199
soagfs,0.1753
poares,0.0269
soares,0.0196
poashp,0.0529
soashp,0.0235
poatrf,0.0204
soatrf,0.013
poaoth,0.021
soaoth,0.0135
