RI_name,ri_values
poagfs,0.0765
soagfs,0.0181
poares,0.0765
soares,0.043
poashp,0.0385
soashp,0.0011
poatrf,0.0127
soatrf,0.0011
poaoth,0.0354
soaoth,0.0141
