RI_name,ri_values
poagfs,0.1253
soagfs,0.0256
poares,0.0344
soares,0.0343
poashp,0.0062
soashp,0.0032
poatrf,0.0014
soatrf,0.0013
poaoth,0.0012
soaoth,0.0011
