RI_name,ri_values
poagfs,0.1226
soagfs,0.0253
poares,0.0633
soares,0.0624
poashp,0.0933
soashp,0.0234
poatrf,0.0021
soatrf,0.0012
poaoth,0.0014
soaoth,0.0011
