RI_name,ri_values
poagfs,0.128
soagfs,0.04
poares,0.0312
soares,0.0302
poashp,0.1027
soashp,0.017
poatrf,0.0049
soatrf,0.0017
poaoth,0.0021
soaoth,0.0014
