RI_name,ri_values
poagfs,0.122
soagfs,0.0182
poares,0.0181
soares,0.018
poashp,0.0049
soashp,0.0012
poatrf,0.0011
soatrf,0.0011
poaoth,0.0011
soaoth,0.0011
