RI_name,ri_values
poagfs,0.1129
soagfs,0.0306
poares,0.0072
soares,0.0057
poashp,0.0053
soashp,0.0035
poatrf,0.0204
soatrf,0.0104
poaoth,0.0014
soaoth,0.0011
