RI_name,ri_values
poagfs,0.1604
soagfs,0.0354
poares,0.0307
soares,0.0306
poashp,0.0308
soashp,0.0307
poatrf,0.0354
soatrf,0.0353
poaoth,0.0306
soaoth,0.0305
