RI_name,ri_values
poagfs,0.1351
soagfs,0.0344
poares,0.0129
soares,0.0128
poashp,0.0869
soashp,0.0042
poatrf,0.0134
soatrf,0.0126
poaoth,0.0041
soaoth,0.004
