RI_name,ri_values
poagfs,0.0303
soagfs,0.012
poares,0.0117
soares,0.0116
poashp,0.0303
soashp,0.0302
poatrf,0.0303
soatrf,0.0029
poaoth,0.0116
soaoth,0.0012
