RI_name,ri_values
poagfs,0.1604
soagfs,0.0354
poares,0.0049
soares,0.0048
poashp,0.1604
soashp,0.0012
poatrf,0.0026
soatrf,0.0025
poaoth,0.0012
soaoth,0.0011
