RI_name,ri_values
poagfs,0.0316
soagfs,0.0011
poares,0.0316
soares,0.0315
poashp,0.0402
soashp,0.0019
poatrf,0.0012
soatrf,0.0011
poaoth,0.0011
soaoth,0.0011
