RI_name,ri_values
poagfs,0.058
soagfs,0.0019
poares,0.0453
soares,0.027
poashp,0.0049
soashp,0.0019
poatrf,0.0012
soatrf,0.0011
poaoth,0.0019
soaoth,0.0018
