RI_name,ri_values
poagfs,0.107
soagfs,0.0078
poares,0.0152
soares,0.0083
poashp,0.093
soashp,0.0133
poatrf,0.0238
soatrf,0.0237
poaoth,0.0078
soaoth,0.0011
