RI_name,ri_values
poagfs,0.1188
soagfs,0.0102
poares,0.0265
soares,0.0255
poashp,0.1188
soashp,0.0354
poatrf,0.0354
soatrf,0.0249
poaoth,0.0102
soaoth,0.0101
