RI_name,ri_values
poagfs,0.0973
soagfs,0.0304
poares,0.0413
soares,0.0354
poashp,0.0324
soashp,0.0291
poatrf,0.0354
soatrf,0.0353
poaoth,0.0012
soaoth,0.0011
