RI_name,ri_values
poagfs,0.1604
soagfs,0.0354
poares,0.0886
soares,0.0354
poashp,0.0377
soashp,0.0117
poatrf,0.0053
soatrf,0.0011
poaoth,0.0117
soaoth,0.0067
