RI_name,ri_values
poagfs,0.12
soagfs,0.0354
poares,0.1
soares,0.0354
poashp,0.1
soashp,0.0056
poatrf,0.01
soatrf,0.0011
poaoth,0.0056
soaoth,0.0011
