RI_name,ri_values
poagfs,0.0127
soagfs,0.0126
poares,0.0127
soares,0.0126
poashp,0.0127
soashp,0.0126
poatrf,0.0127
soatrf,0.0126
poaoth,0.0126
soaoth,0.0125
