RI_name,ri_values
poagfs,0.1604
soagfs,0.0354
poares,0.0173
soares,0.0156
poashp,0.1604
soashp,0.0354
poatrf,0.0343
soatrf,0.0267
poaoth,0.0122
soaoth,0.0114
