RI_name,ri_values
poagfs,0.1604
soagfs,0.0354
poares,0.0227
soares,0.0208
poashp,0.0069
soashp,0.0052
poatrf,0.0354
soatrf,0.0353
poaoth,0.0037
soaoth,0.0036
