RI_name,ri_values
poagfs,0.1604
soagfs,0.0354
poares,0.0267
soares,0.0144
poashp,0.0056
soashp,0.0055
poatrf,0.0013
soatrf,0.0011
poaoth,0.0055
soaoth,0.0054
