RI_name,ri_values
poagfs,0.1604
soagfs,0.0327
poares,0.0565
soares,0.0354
poashp,0.0983
soashp,0.0283
poatrf,0.0012
soatrf,0.0011
poaoth,0.0282
soaoth,0.0011
